query_date,year,code,code_name,source_date,stock_code,上市日期,剔除状态
2006-04-30,2006,2006-04-24,sh.600000,2006-04-30,600000,1999-11-10,剔除
2006-04-30,2006,2006-04-24,sh.600001,2006-04-30,600001,1998-01-22,剔除
2006-04-30,2006,2006-04-24,sh.600004,2006-04-30,600004,2003-04-28,剔除
2006-04-30,2006,2006-04-24,sh.600005,2006-04-30,600005,1999-08-03,剔除
2006-04-30,2006,2006-04-24,sh.600006,2006-04-30,600006,1999-07-27,剔除
2006-04-30,2006,2006-04-24,sh.600007,2006-04-30,600007,1999-03-12,剔除
2006-04-30,2006,2006-04-24,sh.600008,2006-04-30,600008,2000-04-27,剔除
2006-04-30,2006,2006-04-24,sh.600009,2006-04-30,600009,1998-02-18,剔除
2006-04-30,2006,2006-04-24,sh.600010,2006-04-30,600010,2001-03-09,剔除
2006-04-30,2006,2006-04-24,sh.600011,2006-04-30,600011,2001-12-06,剔除
2006-04-30,2006,2006-04-24,sh.600012,2006-04-30,600012,2003-01-07,剔除
2006-04-30,2006,2006-04-24,sh.600015,2006-04-30,600015,2003-09-12,剔除
2006-04-30,2006,2006-04-24,sh.600016,2006-04-30,600016,2000-12-19,剔除
2006-04-30,2006,2006-04-24,sh.600018,2006-04-30,600018,2006-10-26,剔除
2006-04-30,2006,2006-04-24,sh.600019,2006-04-30,600019,2000-12-12,剔除
2006-04-30,2006,2006-04-24,sh.600020,2006-04-30,600020,2003-08-08,剔除
2006-04-30,2006,2006-04-24,sh.600021,2006-04-30,600021,2003-10-29,剔除
2006-04-30,2006,2006-04-24,sh.600022,2006-04-30,600022,2004-06-29,剔除
2006-04-30,2006,2006-04-24,sh.600026,2006-04-30,600026,2002-05-23,剔除
2006-04-30,2006,2006-04-24,sh.600027,2006-04-30,600027,2005-02-03,剔除
2006-04-30,2006,2006-04-24,sh.600028,2006-04-30,600028,2001-08-08,剔除
2006-04-30,2006,2006-04-24,sh.600029,2006-04-30,600029,2003-07-25,剔除
2006-04-30,2006,2006-04-24,sh.600030,2006-04-30,600030,2003-01-06,剔除
2006-04-30,2006,2006-04-24,sh.600031,2006-04-30,600031,2003-07-03,剔除
2006-04-30,2006,2006-04-24,sh.600033,2006-04-30,600033,2001-02-09,剔除
2006-04-30,2006,2006-04-24,sh.600035,2006-04-30,600035,2004-03-10,剔除
2006-04-30,2006,2006-04-24,sh.600036,2006-04-30,600036,2002-04-09,剔除
2006-04-30,2006,2006-04-24,sh.600037,2006-04-30,600037,2001-02-08,剔除
2006-04-30,2006,2006-04-24,sh.600050,2006-04-30,600050,2002-10-09,剔除
2006-04-30,2006,2006-04-24,sh.600057,2006-04-30,600057,1997-06-04,剔除
2006-04-30,2006,2006-04-24,sh.600058,2006-04-30,600058,1997-05-28,剔除
2006-04-30,2006,2006-04-24,sh.600060,2006-04-30,600060,1997-04-22,剔除
2006-04-30,2006,2006-04-24,sh.600062,2006-04-30,600062,1997-05-22,剔除
2006-04-30,2006,2006-04-24,sh.600068,2006-04-30,600068,1997-05-26,剔除
2006-04-30,2006,2006-04-24,sh.600073,2006-04-30,600073,1997-07-04,剔除
2006-04-30,2006,2006-04-24,sh.600078,2006-04-30,600078,1997-06-27,剔除
2006-04-30,2006,2006-04-24,sh.600085,2006-04-30,600085,1997-06-25,剔除
2006-04-30,2006,2006-04-24,sh.600087,2006-04-30,600087,1997-06-12,剔除
2006-04-30,2006,2006-04-24,sh.600088,2006-04-30,600088,1997-06-16,剔除
2006-04-30,2006,2006-04-24,sh.600089,2006-04-30,600089,1997-06-18,剔除
2006-04-30,2006,2006-04-24,sh.600091,2006-04-30,600091,1997-07-04,剔除
2006-04-30,2006,2006-04-24,sh.600096,2006-04-30,600096,1997-07-09,剔除
2006-04-30,2006,2006-04-24,sh.600098,2006-04-30,600098,1997-07-18,剔除
2006-04-30,2006,2006-04-24,sh.600100,2006-04-30,600100,1997-06-27,剔除
2006-04-30,2006,2006-04-24,sh.600102,2006-04-30,600102,1997-08-28,剔除
2006-04-30,2006,2006-04-24,sh.600103,2006-04-30,600103,1997-07-03,剔除
2006-04-30,2006,2006-04-24,sh.600104,2006-04-30,600104,1997-11-25,剔除
2006-04-30,2006,2006-04-24,sh.600108,2006-04-30,600108,1997-08-18,剔除
2006-04-30,2006,2006-04-24,sh.600110,2006-04-30,600110,1997-10-07,剔除
2006-04-30,2006,2006-04-24,sh.600115,2006-04-30,600115,1997-11-05,剔除
2006-04-30,2006,2006-04-24,sh.600117,2006-04-30,600117,1997-10-15,剔除
2006-04-30,2006,2006-04-24,sh.600121,2006-04-30,600121,1998-01-07,剔除
2006-04-30,2006,2006-04-24,sh.600123,2006-04-30,600123,1998-12-17,剔除
2006-04-30,2006,2006-04-24,sh.600125,2006-04-30,600125,1998-05-11,剔除
2006-04-30,2006,2006-04-24,sh.600126,2006-04-30,600126,1998-03-11,剔除
2006-04-30,2006,2006-04-24,sh.600138,2006-04-30,600138,1997-12-03,剔除
2006-04-30,2006,2006-04-24,sh.600153,2006-04-30,600153,1998-06-16,剔除
2006-04-30,2006,2006-04-24,sh.600166,2006-04-30,600166,1998-06-02,剔除
2006-04-30,2006,2006-04-24,sh.600170,2006-04-30,600170,1998-06-23,剔除
2006-04-30,2006,2006-04-24,sh.600171,2006-04-30,600171,1998-09-24,剔除
2006-04-30,2006,2006-04-24,sh.600177,2006-04-30,600177,1998-11-19,剔除
2006-04-30,2006,2006-04-24,sh.600183,2006-04-30,600183,1998-10-28,剔除
2006-04-30,2006,2006-04-24,sh.600188,2006-04-30,600188,1998-07-01,剔除
2006-04-30,2006,2006-04-24,sh.600190,2006-04-30,600190,1999-06-09,剔除
2006-04-30,2006,2006-04-24,sh.600196,2006-04-30,600196,1998-08-07,剔除
2006-04-30,2006,2006-04-24,sh.600198,2006-04-30,600198,1998-10-21,剔除
2006-04-30,2006,2006-04-24,sh.600200,2006-04-30,600200,1999-04-01,剔除
2006-04-30,2006,2006-04-24,sh.600205,2006-04-30,600205,1999-06-30,剔除
2006-04-30,2006,2006-04-24,sh.600207,2006-04-30,600207,1999-07-14,剔除
2006-04-30,2006,2006-04-24,sh.600210,2006-04-30,600210,1999-08-24,剔除
2006-04-30,2006,2006-04-24,sh.600215,2006-04-30,600215,1999-09-09,剔除
2006-04-30,2006,2006-04-24,sh.600220,2006-04-30,600220,1999-09-27,剔除
2006-04-30,2006,2006-04-24,sh.600221,2006-04-30,600221,1999-11-25,剔除
2006-04-30,2006,2006-04-24,sh.600231,2006-04-30,600231,2000-05-11,剔除
2006-04-30,2006,2006-04-24,sh.600236,2006-04-30,600236,2000-03-23,剔除
2006-04-30,2006,2006-04-24,sh.600256,2006-04-30,600256,2000-05-26,剔除
2006-04-30,2006,2006-04-24,sh.600266,2006-04-30,600266,1999-02-03,剔除
2006-04-30,2006,2006-04-24,sh.600267,2006-04-30,600267,2000-07-25,剔除
2006-04-30,2006,2006-04-24,sh.600269,2006-04-30,600269,2000-05-18,剔除
2006-04-30,2006,2006-04-24,sh.600270,2006-04-30,600270,2000-12-28,剔除
2006-04-30,2006,2006-04-24,sh.600271,2006-04-30,600271,2003-07-11,剔除
2006-04-30,2006,2006-04-24,sh.600282,2006-04-30,600282,2000-09-19,剔除
2006-04-30,2006,2006-04-24,sh.600296,2006-04-30,600296,2000-07-19,剔除
2006-04-30,2006,2006-04-24,sh.600307,2006-04-30,600307,2000-12-20,剔除
2006-04-30,2006,2006-04-24,sh.600308,2006-04-30,600308,2000-09-28,剔除
2006-04-30,2006,2006-04-24,sh.600309,2006-04-30,600309,2001-01-05,剔除
2006-04-30,2006,2006-04-24,sh.600320,2006-04-30,600320,2000-12-21,剔除
2006-04-30,2006,2006-04-24,sh.600331,2006-04-30,600331,2001-12-20,剔除
2006-04-30,2006,2006-04-24,sh.600333,2006-04-30,600333,2000-12-11,剔除
2006-04-30,2006,2006-04-24,sh.600339,2006-04-30,600339,2000-12-25,剔除
2006-04-30,2006,2006-04-24,sh.600348,2006-04-30,600348,2003-08-21,剔除
2006-04-30,2006,2006-04-24,sh.600350,2006-04-30,600350,2002-03-18,剔除
2006-04-30,2006,2006-04-24,sh.600357,2006-04-30,600357,2002-09-06,剔除
2006-04-30,2006,2006-04-24,sh.600362,2006-04-30,600362,2002-01-11,剔除
2006-04-30,2006,2006-04-24,sh.600377,2006-04-30,600377,2001-01-16,剔除
2006-04-30,2006,2006-04-24,sh.600380,2006-04-30,600380,2001-06-08,剔除
2006-04-30,2006,2006-04-24,sh.600383,2006-04-30,600383,2001-04-12,剔除
2006-04-30,2006,2006-04-24,sh.600399,2006-04-30,600399,2000-12-29,剔除
2006-04-30,2006,2006-04-24,sh.600408,2006-04-30,600408,2003-02-12,剔除
2006-04-30,2006,2006-04-24,sh.600418,2006-04-30,600418,2001-08-24,剔除
2006-04-30,2006,2006-04-24,sh.600428,2006-04-30,600428,2002-04-18,剔除
2006-04-30,2006,2006-04-24,sh.600500,2006-04-30,600500,2000-03-01,剔除
2006-04-30,2006,2006-04-24,sh.600508,2006-04-30,600508,2001-08-29,剔除
2006-04-30,2006,2006-04-24,sh.600519,2006-04-30,600519,2001-08-27,剔除
2006-04-30,2006,2006-04-24,sh.600548,2006-04-30,600548,2001-12-25,剔除
2006-04-30,2006,2006-04-24,sh.600550,2006-04-30,600550,2001-02-28,剔除
2006-04-30,2006,2006-04-24,sh.600569,2006-04-30,600569,2001-08-20,剔除
2006-04-30,2006,2006-04-24,sh.600581,2006-04-30,600581,2002-08-16,剔除
2006-04-30,2006,2006-04-24,sh.600583,2006-04-30,600583,2002-02-05,剔除
2006-04-30,2006,2006-04-24,sh.600585,2006-04-30,600585,2002-02-07,剔除
2006-04-30,2006,2006-04-24,sh.600591,2006-04-30,600591,2002-10-11,剔除
2006-04-30,2006,2006-04-24,sh.600597,2006-04-30,600597,2002-08-28,剔除
2006-04-30,2006,2006-04-24,sh.600598,2006-04-30,600598,2002-03-29,剔除
2006-04-30,2006,2006-04-24,sh.600600,2006-04-30,600600,1993-08-27,
2006-04-30,2006,2006-04-24,sh.600601,2006-04-30,600601,1990-12-19,
2006-04-30,2006,2006-04-24,sh.600602,2006-04-30,600602,1990-12-19,
2006-04-30,2006,2006-04-24,sh.600608,2006-04-30,600608,1992-03-27,
2006-04-30,2006,2006-04-24,sh.600621,2006-04-30,600621,1992-12-02,
2006-04-30,2006,2006-04-24,sh.600627,2006-04-30,600627,1993-01-18,
2006-04-30,2006,2006-04-24,sh.600631,2006-04-30,600631,1993-02-19,
2006-04-30,2006,2006-04-24,sh.600635,2006-04-30,600635,1993-03-04,
2006-04-30,2006,2006-04-24,sh.600637,2006-04-30,600637,1993-03-16,
2006-04-30,2006,2006-04-24,sh.600639,2006-04-30,600639,1993-03-26,
2006-04-30,2006,2006-04-24,sh.600642,2006-04-30,600642,1993-04-16,
2006-04-30,2006,2006-04-24,sh.600643,2006-04-30,600643,1993-04-26,
2006-04-30,2006,2006-04-24,sh.600649,2006-04-30,600649,1993-05-18,
2006-04-30,2006,2006-04-24,sh.600652,2006-04-30,600652,1990-12-19,
2006-04-30,2006,2006-04-24,sh.600653,2006-04-30,600653,1990-12-19,
2006-04-30,2006,2006-04-24,sh.600654,2006-04-30,600654,1990-12-19,
2006-04-30,2006,2006-04-24,sh.600660,2006-04-30,600660,1993-06-10,
2006-04-30,2006,2006-04-24,sh.600662,2006-04-30,600662,1993-06-14,
2006-04-30,2006,2006-04-24,sh.600663,2006-04-30,600663,1993-06-28,
2006-04-30,2006,2006-04-24,sh.600674,2006-04-30,600674,1993-09-24,
2006-04-30,2006,2006-04-24,sh.600675,2006-04-30,600675,1993-09-24,
2006-04-30,2006,2006-04-24,sh.600688,2006-04-30,600688,1993-11-08,
2006-04-30,2006,2006-04-24,sh.600690,2006-04-30,600690,1993-11-19,
2006-04-30,2006,2006-04-24,sh.600694,2006-04-30,600694,1993-11-22,
2006-04-30,2006,2006-04-24,sh.600705,2006-04-30,600705,1996-05-16,剔除
2006-04-30,2006,2006-04-24,sh.600707,2006-04-30,600707,1996-05-20,剔除
2006-04-30,2006,2006-04-24,sh.600717,2006-04-30,600717,1996-06-14,剔除
2006-04-30,2006,2006-04-24,sh.600718,2006-04-30,600718,1996-06-18,剔除
2006-04-30,2006,2006-04-24,sh.600724,2006-04-30,600724,1996-07-16,剔除
2006-04-30,2006,2006-04-24,sh.600726,2006-04-30,600726,1996-07-01,剔除
2006-04-30,2006,2006-04-24,sh.600739,2006-04-30,600739,1996-08-19,剔除
2006-04-30,2006,2006-04-24,sh.600740,2006-04-30,600740,1996-08-08,剔除
2006-04-30,2006,2006-04-24,sh.600741,2006-04-30,600741,1996-08-26,剔除
2006-04-30,2006,2006-04-24,sh.600744,2006-04-30,600744,1996-09-05,剔除
2006-04-30,2006,2006-04-24,sh.600747,2006-04-30,600747,1996-09-16,剔除
2006-04-30,2006,2006-04-24,sh.600770,2006-04-30,600770,1996-11-20,剔除
2006-04-30,2006,2006-04-24,sh.600779,2006-04-30,600779,1996-12-06,剔除
2006-04-30,2006,2006-04-24,sh.600780,2006-04-30,600780,1996-12-05,剔除
2006-04-30,2006,2006-04-24,sh.600786,2006-04-30,600786,1996-12-27,剔除
2006-04-30,2006,2006-04-24,sh.600790,2006-04-30,600790,1997-02-28,剔除
2006-04-30,2006,2006-04-24,sh.600795,2006-04-30,600795,1997-03-18,剔除
2006-04-30,2006,2006-04-24,sh.600797,2006-04-30,600797,1997-04-18,剔除
2006-04-30,2006,2006-04-24,sh.600805,2006-04-30,600805,1994-01-03,
2006-04-30,2006,2006-04-24,sh.600808,2006-04-30,600808,1994-01-06,
2006-04-30,2006,2006-04-24,sh.600811,2006-04-30,600811,1994-01-06,
2006-04-30,2006,2006-04-24,sh.600812,2006-04-30,600812,1994-01-14,
2006-04-30,2006,2006-04-24,sh.600820,2006-04-30,600820,1994-01-28,
2006-04-30,2006,2006-04-24,sh.600832,2006-04-30,600832,1994-02-24,
2006-04-30,2006,2006-04-24,sh.600835,2006-04-30,600835,1994-02-24,
2006-04-30,2006,2006-04-24,sh.600839,2006-04-30,600839,1994-03-11,
2006-04-30,2006,2006-04-24,sh.600851,2006-04-30,600851,1994-04-04,
2006-04-30,2006,2006-04-24,sh.600854,2006-04-30,600854,1994-04-25,
2006-04-30,2006,2006-04-24,sh.600863,2006-04-30,600863,1994-05-20,
2006-04-30,2006,2006-04-24,sh.600866,2006-04-30,600866,1994-08-18,
2006-04-30,2006,2006-04-24,sh.600868,2006-04-30,600868,1994-09-12,
2006-04-30,2006,2006-04-24,sh.600871,2006-04-30,600871,1995-04-11,
2006-04-30,2006,2006-04-24,sh.600874,2006-04-30,600874,1995-06-30,
2006-04-30,2006,2006-04-24,sh.600879,2006-04-30,600879,1995-11-15,
2006-04-30,2006,2006-04-24,sh.600881,2006-04-30,600881,1995-11-15,
2006-04-30,2006,2006-04-24,sh.600884,2006-04-30,600884,1996-01-30,
2006-04-30,2006,2006-04-24,sh.600886,2006-04-30,600886,1996-01-18,
2006-04-30,2006,2006-04-24,sh.600887,2006-04-30,600887,1996-03-12,
2006-04-30,2006,2006-04-24,sh.600894,2006-04-30,600894,1996-03-28,
2006-04-30,2006,2006-04-24,sh.600895,2006-04-30,600895,1996-04-22,
2006-04-30,2006,2006-04-24,sh.600900,2006-04-30,600900,2003-11-18,剔除
2006-04-30,2006,2006-04-24,sh.600997,2006-04-30,600997,2004-06-02,剔除
2006-04-30,2006,2006-04-24,sh.601607,2006-04-30,601607,1994-03-24,
2006-04-30,2006,2006-04-24,sz.000001,2006-04-30,000001,1991-04-03,
2006-04-30,2006,2006-04-24,sz.000002,2006-04-30,000002,1991-01-29,
2006-04-30,2006,2006-04-24,sz.000009,2006-04-30,000009,1991-06-25,
2006-04-30,2006,2006-04-24,sz.000012,2006-04-30,000012,1992-02-28,
2006-04-30,2006,2006-04-24,sz.000016,2006-04-30,000016,1992-03-27,
2006-04-30,2006,2006-04-24,sz.000021,2006-04-30,000021,1994-02-02,
2006-04-30,2006,2006-04-24,sz.000022,2006-04-30,000022,1993-05-05,
2006-04-30,2006,2006-04-24,sz.000024,2006-04-30,000024,1993-06-07,
2006-04-30,2006,2006-04-24,sz.000027,2006-04-30,000027,1993-09-03,
2006-04-30,2006,2006-04-24,sz.000031,2006-04-30,000031,1993-10-08,
2006-04-30,2006,2006-04-24,sz.000036,2006-04-30,000036,1994-06-17,
2006-04-30,2006,2006-04-24,sz.000039,2006-04-30,000039,1994-04-08,
2006-04-30,2006,2006-04-24,sz.000059,2006-04-30,000059,1997-01-30,剔除
2006-04-30,2006,2006-04-24,sz.000060,2006-04-30,000060,1997-01-23,剔除
2006-04-30,2006,2006-04-24,sz.000061,2006-04-30,000061,1997-01-10,剔除
2006-04-30,2006,2006-04-24,sz.000063,2006-04-30,000063,1997-11-18,剔除
2006-04-30,2006,2006-04-24,sz.000066,2006-04-30,000066,1997-06-26,剔除
2006-04-30,2006,2006-04-24,sz.000068,2006-04-30,000068,1997-06-11,剔除
2006-04-30,2006,2006-04-24,sz.000069,2006-04-30,000069,1997-09-10,剔除
2006-04-30,2006,2006-04-24,sz.000088,2006-04-30,000088,1997-07-28,剔除
2006-04-30,2006,2006-04-24,sz.000089,2006-04-30,000089,1998-04-20,剔除
2006-04-30,2006,2006-04-24,sz.000099,2006-04-30,000099,2000-07-31,剔除
2006-04-30,2006,2006-04-24,sz.000100,2006-04-30,000100,2004-01-30,剔除
2006-04-30,2006,2006-04-24,sz.000157,2006-04-30,000157,2000-10-12,剔除
2006-04-30,2006,2006-04-24,sz.000400,2006-04-30,000400,1997-04-18,剔除
2006-04-30,2006,2006-04-24,sz.000401,2006-04-30,000401,1996-06-14,剔除
2006-04-30,2006,2006-04-24,sz.000402,2006-04-30,000402,1996-06-26,剔除
2006-04-30,2006,2006-04-24,sz.000410,2006-04-30,000410,1996-07-18,剔除
2006-04-30,2006,2006-04-24,sz.000422,2006-04-30,000422,1996-08-15,剔除
2006-04-30,2006,2006-04-24,sz.000423,2006-04-30,000423,1996-07-29,剔除
2006-04-30,2006,2006-04-24,sz.000425,2006-04-30,000425,1996-08-28,剔除
2006-04-30,2006,2006-04-24,sz.000429,2006-04-30,000429,1998-02-20,剔除
2006-04-30,2006,2006-04-24,sz.000488,2006-04-30,000488,2000-11-20,剔除
2006-04-30,2006,2006-04-24,sz.000503,2006-04-30,000503,1992-11-30,
2006-04-30,2006,2006-04-24,sz.000507,2006-04-30,000507,1993-03-26,
2006-04-30,2006,2006-04-24,sz.000511,2006-04-30,000511,1993-05-18,
2006-04-30,2006,2006-04-24,sz.000518,2006-04-30,000518,1993-09-08,
2006-04-30,2006,2006-04-24,sz.000520,2006-04-30,000520,1993-10-25,
2006-04-30,2006,2006-04-24,sz.000527,2006-04-30,000527,1993-11-12,
2006-04-30,2006,2006-04-24,sz.000528,2006-04-30,000528,1993-11-18,
2006-04-30,2006,2006-04-24,sz.000533,2006-04-30,000533,1994-01-03,
2006-04-30,2006,2006-04-24,sz.000538,2006-04-30,000538,1993-12-15,
2006-04-30,2006,2006-04-24,sz.000539,2006-04-30,000539,1993-11-26,
2006-04-30,2006,2006-04-24,sz.000541,2006-04-30,000541,1993-11-23,
2006-04-30,2006,2006-04-24,sz.000543,2006-04-30,000543,1993-12-20,
2006-04-30,2006,2006-04-24,sz.000550,2006-04-30,000550,1993-12-01,
2006-04-30,2006,2006-04-24,sz.000559,2006-04-30,000559,1994-01-10,
2006-04-30,2006,2006-04-24,sz.000568,2006-04-30,000568,1994-05-09,
2006-04-30,2006,2006-04-24,sz.000571,2006-04-30,000571,1994-05-25,
2006-04-30,2006,2006-04-24,sz.000573,2006-04-30,000573,1994-08-15,
2006-04-30,2006,2006-04-24,sz.000581,2006-04-30,000581,1998-09-24,剔除
2006-04-30,2006,2006-04-24,sz.000599,2006-04-30,000599,1996-04-30,
2006-04-30,2006,2006-04-24,sz.000601,2006-04-30,000601,1996-08-30,剔除
2006-04-30,2006,2006-04-24,sz.000607,2006-04-30,000607,1996-08-30,剔除
2006-04-30,2006,2006-04-24,sz.000623,2006-04-30,000623,1996-10-28,剔除
2006-04-30,2006,2006-04-24,sz.000625,2006-04-30,000625,1997-06-10,剔除
2006-04-30,2006,2006-04-24,sz.000629,2006-04-30,000629,1996-11-15,剔除
2006-04-30,2006,2006-04-24,sz.000630,2006-04-30,000630,1996-11-20,剔除
2006-04-30,2006,2006-04-24,sz.000636,2006-04-30,000636,1996-11-29,剔除
2006-04-30,2006,2006-04-24,sz.000651,2006-04-30,000651,1996-11-18,剔除
2006-04-30,2006,2006-04-24,sz.000652,2006-04-30,000652,1996-11-28,剔除
2006-04-30,2006,2006-04-24,sz.000659,2006-04-30,000659,1996-12-03,剔除
2006-04-30,2006,2006-04-24,sz.000666,2006-04-30,000666,1996-12-10,剔除
2006-04-30,2006,2006-04-24,sz.000680,2006-04-30,000680,1997-01-22,剔除
2006-04-30,2006,2006-04-24,sz.000682,2006-04-30,000682,1997-01-21,剔除
2006-04-30,2006,2006-04-24,sz.000698,2006-04-30,000698,1997-02-20,剔除
2006-04-30,2006,2006-04-24,sz.000707,2006-04-30,000707,1997-04-15,剔除
2006-04-30,2006,2006-04-24,sz.000708,2006-04-30,000708,1997-03-26,剔除
2006-04-30,2006,2006-04-24,sz.000709,2006-04-30,000709,1997-04-16,剔除
2006-04-30,2006,2006-04-24,sz.000717,2006-04-30,000717,1997-05-08,剔除
2006-04-30,2006,2006-04-24,sz.000725,2006-04-30,000725,2001-01-12,剔除
2006-04-30,2006,2006-04-24,sz.000726,2006-04-30,000726,2000-12-25,剔除
2006-04-30,2006,2006-04-24,sz.000727,2006-04-30,000727,1997-05-20,剔除
2006-04-30,2006,2006-04-24,sz.000729,2006-04-30,000729,1997-07-16,剔除
2006-04-30,2006,2006-04-24,sz.000733,2006-04-30,000733,1997-07-03,剔除
2006-04-30,2006,2006-04-24,sz.000735,2006-04-30,000735,1997-06-11,剔除
2006-04-30,2006,2006-04-24,sz.000737,2006-04-30,000737,1997-04-28,剔除
2006-04-30,2006,2006-04-24,sz.000758,2006-04-30,000758,1997-04-16,剔除
2006-04-30,2006,2006-04-24,sz.000767,2006-04-30,000767,1997-06-09,剔除
2006-04-30,2006,2006-04-24,sz.000768,2006-04-30,000768,1997-06-26,剔除
2006-04-30,2006,2006-04-24,sz.000778,2006-04-30,000778,1997-06-06,剔除
2006-04-30,2006,2006-04-24,sz.000780,2006-04-30,000780,1997-06-06,剔除
2006-04-30,2006,2006-04-24,sz.000786,2006-04-30,000786,1997-06-06,剔除
2006-04-30,2006,2006-04-24,sz.000792,2006-04-30,000792,1997-09-04,剔除
2006-04-30,2006,2006-04-24,sz.000793,2006-04-30,000793,1997-07-29,剔除
2006-04-30,2006,2006-04-24,sz.000800,2006-04-30,000800,1997-06-18,剔除
2006-04-30,2006,2006-04-24,sz.000806,2006-04-30,000806,1998-04-16,剔除
2006-04-30,2006,2006-04-24,sz.000807,2006-04-30,000807,1998-04-08,剔除
2006-04-30,2006,2006-04-24,sz.000822,2006-04-30,000822,1998-07-03,剔除
2006-04-30,2006,2006-04-24,sz.000825,2006-04-30,000825,1998-10-21,剔除
2006-04-30,2006,2006-04-24,sz.000828,2006-04-30,000828,1997-06-17,剔除
2006-04-30,2006,2006-04-24,sz.000839,2006-04-30,000839,1997-10-31,剔除
2006-04-30,2006,2006-04-24,sz.000858,2006-04-30,000858,1998-04-27,剔除
2006-04-30,2006,2006-04-24,sz.000869,2006-04-30,000869,2000-10-26,剔除
2006-04-30,2006,2006-04-24,sz.000875,2006-04-30,000875,2002-09-26,剔除
2006-04-30,2006,2006-04-24,sz.000878,2006-04-30,000878,1998-06-02,剔除
2006-04-30,2006,2006-04-24,sz.000886,2006-04-30,000886,1998-01-23,剔除
2006-04-30,2006,2006-04-24,sz.000895,2006-04-30,000895,1998-12-10,剔除
2006-04-30,2006,2006-04-24,sz.000898,2006-04-30,000898,1997-12-25,剔除
2006-04-30,2006,2006-04-24,sz.000900,2006-04-30,000900,1999-01-28,剔除
2006-04-30,2006,2006-04-24,sz.000912,2006-04-30,000912,1999-06-03,剔除
2006-04-30,2006,2006-04-24,sz.000916,2006-04-30,000916,1999-09-27,剔除
2006-04-30,2006,2006-04-24,sz.000917,2006-04-30,000917,1999-03-25,剔除
2006-04-30,2006,2006-04-24,sz.000920,2006-04-30,000920,1999-06-16,剔除
2006-04-30,2006,2006-04-24,sz.000927,2006-04-30,000927,1999-07-27,剔除
2006-04-30,2006,2006-04-24,sz.000930,2006-04-30,000930,1999-07-12,剔除
2006-04-30,2006,2006-04-24,sz.000932,2006-04-30,000932,1999-08-03,剔除
2006-04-30,2006,2006-04-24,sz.000933,2006-04-30,000933,1999-08-31,剔除
2006-04-30,2006,2006-04-24,sz.000937,2006-04-30,000937,1999-09-09,剔除
2006-04-30,2006,2006-04-24,sz.000939,2006-04-30,000939,1999-09-23,剔除
2006-04-30,2006,2006-04-24,sz.000949,2006-04-30,000949,1999-10-21,剔除
2006-04-30,2006,2006-04-24,sz.000959,2006-04-30,000959,1999-12-16,剔除
2006-04-30,2006,2006-04-24,sz.000960,2006-04-30,000960,2000-02-21,剔除
2006-04-30,2006,2006-04-24,sz.000962,2006-04-30,000962,2000-01-20,剔除
2006-04-30,2006,2006-04-24,sz.000968,2006-04-30,000968,2000-06-22,剔除
2006-04-30,2006,2006-04-24,sz.000969,2006-04-30,000969,2000-05-29,剔除
2006-04-30,2006,2006-04-24,sz.000970,2006-04-30,000970,2000-04-20,剔除
2006-04-30,2006,2006-04-24,sz.000975,2006-04-30,000975,2000-06-08,剔除
2006-04-30,2006,2006-04-24,sz.000983,2006-04-30,000983,2000-07-26,剔除
2006-04-30,2006,2006-04-24,sz.002024,2006-04-30,002024,2004-07-21,剔除
2007-04-30,2007,2007-04-30,sh.600000,2007-04-30,600000,1999-11-10,剔除
2007-04-30,2007,2007-04-30,sh.600001,2007-04-30,600001,1998-01-22,剔除
2007-04-30,2007,2007-04-30,sh.600004,2007-04-30,600004,2003-04-28,剔除
2007-04-30,2007,2007-04-30,sh.600005,2007-04-30,600005,1999-08-03,剔除
2007-04-30,2007,2007-04-30,sh.600006,2007-04-30,600006,1999-07-27,剔除
2007-04-30,2007,2007-04-30,sh.600007,2007-04-30,600007,1999-03-12,剔除
2007-04-30,2007,2007-04-30,sh.600008,2007-04-30,600008,2000-04-27,剔除
2007-04-30,2007,2007-04-30,sh.600009,2007-04-30,600009,1998-02-18,剔除
2007-04-30,2007,2007-04-30,sh.600010,2007-04-30,600010,2001-03-09,剔除
2007-04-30,2007,2007-04-30,sh.600011,2007-04-30,600011,2001-12-06,剔除
2007-04-30,2007,2007-04-30,sh.600012,2007-04-30,600012,2003-01-07,剔除
2007-04-30,2007,2007-04-30,sh.600015,2007-04-30,600015,2003-09-12,剔除
2007-04-30,2007,2007-04-30,sh.600016,2007-04-30,600016,2000-12-19,剔除
2007-04-30,2007,2007-04-30,sh.600018,2007-04-30,600018,2006-10-26,剔除
2007-04-30,2007,2007-04-30,sh.600019,2007-04-30,600019,2000-12-12,剔除
2007-04-30,2007,2007-04-30,sh.600020,2007-04-30,600020,2003-08-08,剔除
2007-04-30,2007,2007-04-30,sh.600021,2007-04-30,600021,2003-10-29,剔除
2007-04-30,2007,2007-04-30,sh.600022,2007-04-30,600022,2004-06-29,剔除
2007-04-30,2007,2007-04-30,sh.600026,2007-04-30,600026,2002-05-23,剔除
2007-04-30,2007,2007-04-30,sh.600027,2007-04-30,600027,2005-02-03,剔除
2007-04-30,2007,2007-04-30,sh.600028,2007-04-30,600028,2001-08-08,剔除
2007-04-30,2007,2007-04-30,sh.600029,2007-04-30,600029,2003-07-25,剔除
